dish_id,total_calories,total_mass,ingredients,split,ingr_ids,ingredients_text
dish_1562613403,398.703369,315.0,ingr_0000000189;ingr_0000000010;ingr_0000000021;ingr_0000000448;ingr_0000000520;ingr_0000000526;ingr_0000000523;ingr_0000000038;ingr_0000000026;ingr_0000000054;ingr_0000000072;ingr_0000000515;ingr_0000000027;ingr_0000000161;ingr_0000000094;ingr_0000000425;ingr_0000000122;ingr_0000000291;ingr_0000000070,train,"[189, 10, 21, 448, 520, 526, 523, 38, 26, 54, 72, 515, 27, 161, 94, 425, 122, 291, 70]",vinegar steak squash jalapenos lemon juice mustard greens cilantro pineapple white rice apple kale arugula broccoli olive oil onions goat cheese garlic salt figs
dish_1563391681,154.317169,143.0,ingr_0000000049;ingr_0000000201;ingr_0000000189;ingr_0000000515;ingr_0000000517;ingr_0000000094;ingr_0000000082;ingr_0000000161;ingr_0000000122;ingr_0000000523;ingr_0000000291;ingr_0000000377;ingr_0000000312;ingr_0000000541;ingr_0000000448;ingr_0000000520;ingr_0000000126,train,"[49, 201, 189, 515, 517, 94, 82, 161, 122, 523, 291, 377, 312, 541, 448, 520, 126]",fish blueberries vinegar arugula chard onions pecans olive oil garlic cilantro salt quinoa pepper tomatillo jalapenos lemon juice mustard
dish_1559934645,24.639999,56.0,ingr_0000000006,train,[6],caesar salad
dish_1563391708,319.237152,205.0,ingr_0000000520;ingr_0000000082;ingr_0000000094;ingr_0000000201;ingr_0000000448;ingr_0000000312;ingr_0000000049;ingr_0000000541;ingr_0000000122;ingr_0000000523;ingr_0000000291;ingr_0000000126;ingr_0000000380;ingr_0000000161;ingr_0000000515;ingr_0000000189;ingr_0000000517;ingr_0000000377,train,"[520, 82, 94, 201, 448, 312, 49, 541, 122, 523, 291, 126, 380, 161, 515, 189, 517, 377]",lemon juice pecans onions blueberries jalapenos pepper fish tomatillo garlic cilantro salt mustard pizza olive oil arugula vinegar chard quinoa
dish_1562615324,258.315979,136.0,ingr_0000000038;ingr_0000000122;ingr_0000000433;ingr_0000000094;ingr_0000000291;ingr_0000000520;ingr_0000000072;ingr_0000000189;ingr_0000000448;ingr_0000000010;ingr_0000000026;ingr_0000000523,train,"[38, 122, 433, 94, 291, 520, 72, 189, 448, 10, 26, 523]",pineapple garlic roasted potatoes onions salt lemon juice kale vinegar jalapenos steak white rice cilantro
dish_1563304261,30.210915,37.0,ingr_0000000072;ingr_0000000306;ingr_0000000140;ingr_0000000148,train,"[72, 306, 140, 148]",kale croutons caesar dressing parmesan cheese
dish_1563823894,368.341003,400.0,ingr_0000000031;ingr_0000000161;ingr_0000000342;ingr_0000000522;ingr_0000000524;ingr_0000000291;ingr_0000000010;ingr_0000000514;ingr_0000000312;ingr_0000000367;ingr_0000000007;ingr_0000000122;ingr_0000000520;ingr_0000000072,train,"[31, 161, 342, 522, 524, 291, 10, 514, 312, 367, 7, 122, 520, 72]",cucumbers olive oil turnips tatsoi parsley salt steak wheat berry pepper lime cauliflower garlic lemon juice kale
dish_1558629644,4.2,15.0,ingr_0000000029,train,[29],mixed greens
dish_1559675178,28.970001,100.0,ingr_0000000045;ingr_0000000471;ingr_0000000016,train,"[45, 471, 16]",carrot cherry tomatoes brussels sprouts
dish_1562611620,199.845322,76.0,ingr_0000000038;ingr_0000000026;ingr_0000000448;ingr_0000000010;ingr_0000000392;ingr_0000000189;ingr_0000000094;ingr_0000000520;ingr_0000000072;ingr_0000000122;ingr_0000000523;ingr_0000000291,train,"[38, 26, 448, 10, 392, 189, 94, 520, 72, 122, 523, 291]",pineapple white rice jalapenos steak pepperoni pizza vinegar onions lemon juice kale garlic cilantro salt
dish_1563205927,160.269501,181.0,ingr_0000000128;ingr_0000000192;ingr_0000000437;ingr_0000000510,train,"[128, 192, 437, 510]",egg whites yam sweet potato chicken apple sausage
dish_1562775510,114.217117,190.0,ingr_0000000161;ingr_0000000128;ingr_0000000291;ingr_0000000437;ingr_0000000312;ingr_0000000016,train,"[161, 128, 291, 437, 312, 16]",olive oil egg whites salt sweet potato pepper brussels sprouts
dish_1562872914,135.399673,124.0,ingr_0000000538;ingr_0000000434;ingr_0000000049;ingr_0000000515;ingr_0000000312;ingr_0000000047;ingr_0000000367;ingr_0000000122;ingr_0000000045;ingr_0000000527;ingr_0000000524;ingr_0000000539;ingr_0000000161;ingr_0000000291,train,"[538, 434, 49, 515, 312, 47, 367, 122, 45, 527, 524, 539, 161, 291]",jicama sour cream fish arugula pepper corn lime garlic carrot chive parsley nopales olive oil salt
dish_1566331914,589.501648,481.0,ingr_0000000077;ingr_0000000036;ingr_0000000515;ingr_0000000312;ingr_0000000291;ingr_0000000028;ingr_0000000194;ingr_0000000122;ingr_0000000040;ingr_0000000094;ingr_0000000016;ingr_0000000201;ingr_0000000189;ingr_0000000517;ingr_0000000448;ingr_0000000513;ingr_0000000033;ingr_0000000045;ingr_0000000032;ingr_0000000126;ingr_0000000161,train,"[77, 36, 515, 312, 291, 28, 194, 122, 40, 94, 16, 201, 189, 517, 448, 513, 33, 45, 32, 126, 161]",almonds spinach (raw) arugula pepper salt chicken fried rice garlic raspberries onions brussels sprouts blueberries vinegar chard jalapenos millet bell peppers carrot tomatoes mustard olive oil
dish_1562096401,366.863678,352.0,ingr_0000000155;ingr_0000000520;ingr_0000000046;ingr_0000000092;ingr_0000000043;ingr_0000000377;ingr_0000000291;ingr_0000000122;ingr_0000000511;ingr_0000000133;ingr_0000000161;ingr_0000000031;ingr_0000000335;ingr_0000000021,train,"[155, 520, 46, 92, 43, 377, 291, 122, 511, 133, 161, 31, 335, 21]",chicken thighs lemon juice mushroom wine green beans quinoa salt garlic spinach (cooked) shallots olive oil cucumbers eggplant squash
dish_1561578344,144.255859,86.0,ingr_0000000094;ingr_0000000031;ingr_0000000011;ingr_0000000030;ingr_0000000012;ingr_0000000033;ingr_0000000338;ingr_0000000471;ingr_0000000319,train,"[94, 31, 11, 30, 12, 33, 338, 471, 319]",onions cucumbers cheese pizza lettuce olives bell peppers vinaigrette cherry tomatoes feta cheese
dish_1563566810,392.292175,331.0,ingr_0000000126;ingr_0000000161;ingr_0000000031;ingr_0000000471;ingr_0000000070;ingr_0000000291;ingr_0000000189;ingr_0000000009;ingr_0000000012;ingr_0000000514;ingr_0000000517;ingr_0000000036,train,"[126, 161, 31, 471, 70, 291, 189, 9, 12, 514, 517, 36]",mustard olive oil cucumbers cherry tomatoes figs salt vinegar wild rice olives wheat berry chard spinach (raw)
dish_1565724196,45.68,82.0,ingr_0000000161;ingr_0000000027,train,"[161, 27]",olive oil broccoli
dish_1562873495,140.106995,152.0,ingr_0000000006;ingr_0000000011,train,"[6, 11]",caesar salad cheese pizza
dish_1562614895,51.799999,148.0,ingr_0000000027,train,[27],broccoli
dish_1568313487,13.72,49.0,ingr_0000000029,train,[29],mixed greens
dish_1563217736,23.449999,67.0,ingr_0000000027,train,[27],broccoli
dish_1558723847,554.976013,96.0,ingr_0000000077,train,[77],almonds
dish_1566844850,491.235168,345.0,ingr_0000000152;ingr_0000000312;ingr_0000000514;ingr_0000000462;ingr_0000000116;ingr_0000000448;ingr_0000000392;ingr_0000000524;ingr_0000000161;ingr_0000000520;ingr_0000000122;ingr_0000000006;ingr_0000000045;ingr_0000000291,train,"[152, 312, 514, 462, 116, 448, 392, 524, 161, 520, 122, 6, 45, 291]",cabbage pepper wheat berry pork mayonnaise jalapenos pepperoni pizza parsley olive oil lemon juice garlic caesar salad carrot salt
dish_1560367733,661.441162,388.0,ingr_0000000189;ingr_0000000471;ingr_0000000026;ingr_0000000306;ingr_0000000122;ingr_0000000027;ingr_0000000520;ingr_0000000161;ingr_0000000462;ingr_0000000023;ingr_0000000312;ingr_0000000005;ingr_0000000133;ingr_0000000094;ingr_0000000521;ingr_0000000524;ingr_0000000291,train,"[189, 471, 26, 306, 122, 27, 520, 161, 462, 23, 312, 5, 133, 94, 521, 524, 291]",vinegar cherry tomatoes white rice croutons garlic broccoli lemon juice olive oil pork brown rice pepper potatoes shallots onions basil parsley salt
dish_1568666032,243.584183,220.0,ingr_0000000032;ingr_0000000312;ingr_0000000513;ingr_0000000036;ingr_0000000072;ingr_0000000033;ingr_0000000006;ingr_0000000522;ingr_0000000011;ingr_0000000028;ingr_0000000161;ingr_0000000448;ingr_0000000031;ingr_0000000520;ingr_0000000524;ingr_0000000094;ingr_0000000122;ingr_0000000291,train,"[32, 312, 513, 36, 72, 33, 6, 522, 11, 28, 161, 448, 31, 520, 524, 94, 122, 291]",tomatoes pepper millet spinach (raw) kale bell peppers caesar salad tatsoi cheese pizza chicken olive oil jalapenos cucumbers lemon juice parsley onions garlic salt
dish_1565021054,263.749023,144.0,ingr_0000000050;ingr_0000000337,train,"[50, 337]",tofu waffles
dish_1560357267,566.840027,383.0,ingr_0000000008,train,[8],scrambled eggs
dish_1561575327,453.680054,289.0,ingr_0000000161;ingr_0000000094;ingr_0000000433;ingr_0000000033;ingr_0000000291;ingr_0000000511;ingr_0000000133;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000189,train,"[161, 94, 433, 33, 291, 511, 133, 525, 513, 25, 189]",olive oil onions roasted potatoes bell peppers salt spinach (cooked) shallots bok choy millet beef vinegar
dish_1564686702,307.944977,130.0,ingr_0000000011;ingr_0000000012,train,"[11, 12]",cheese pizza olives
dish_1563827132,240.020004,302.0,ingr_0000000011;ingr_0000000027;ingr_0000000021;ingr_0000000006;ingr_0000000485;ingr_0000000038,train,"[11, 27, 21, 6, 485, 38]",cheese pizza broccoli squash caesar salad zucchini pineapple
dish_1567024252,512.015808,454.0,ingr_0000000377;ingr_0000000092;ingr_0000000155;ingr_0000000007;ingr_0000000520;ingr_0000000122;ingr_0000000133;ingr_0000000511;ingr_0000000433;ingr_0000000011;ingr_0000000529;ingr_0000000021;ingr_0000000335;ingr_0000000485;ingr_0000000046;ingr_0000000161;ingr_0000000291;ingr_0000000409,train,"[377, 92, 155, 7, 520, 122, 133, 511, 433, 11, 529, 21, 335, 485, 46, 161, 291, 409]",quinoa wine chicken thighs cauliflower lemon juice garlic shallots spinach (cooked) roasted potatoes cheese pizza chayote squash squash eggplant zucchini mushroom olive oil salt greek salad
dish_1563309353,625.236877,529.0,ingr_0000000514;ingr_0000000161;ingr_0000000036;ingr_0000000471;ingr_0000000028;ingr_0000000012;ingr_0000000524;ingr_0000000033;ingr_0000000122;ingr_0000000133;ingr_0000000030;ingr_0000000291;ingr_0000000520;ingr_0000000518,train,"[514, 161, 36, 471, 28, 12, 524, 33, 122, 133, 30, 291, 520, 518]",wheat berry olive oil spinach (raw) cherry tomatoes chicken olives parsley bell peppers garlic shallots lettuce salt lemon juice thyme
dish_1561752481,297.979553,169.0,ingr_0000000060;ingr_0000000032;ingr_0000000052;ingr_0000000122;ingr_0000000021;ingr_0000000523;ingr_0000000203;ingr_0000000291;ingr_0000000094;ingr_0000000155;ingr_0000000161,train,"[60, 32, 52, 122, 21, 523, 203, 291, 94, 155, 161]",tortilla tomatoes cheese garlic squash cilantro chili salt onions chicken thighs olive oil
dish_1565725009,50.599998,44.0,ingr_0000000012,train,[12],olives
dish_1558459994,25.530001,37.0,ingr_0000000440,train,[440],grapes
dish_1561654707,199.800003,135.0,ingr_0000000008,train,[8],scrambled eggs
dish_1562096512,30.3396,25.0,ingr_0000000463;ingr_0000000189;ingr_0000000029;ingr_0000000291;ingr_0000000095;ingr_0000000122;ingr_0000000524;ingr_0000000161,train,"[463, 189, 29, 291, 95, 122, 524, 161]",beets vinegar mixed greens salt artichokes garlic parsley olive oil
dish_1564518488,248.09465,117.0,ingr_0000000122;ingr_0000000511;ingr_0000000011;ingr_0000000133;ingr_0000000520;ingr_0000000092;ingr_0000000155;ingr_0000000021;ingr_0000000335;ingr_0000000046;ingr_0000000161;ingr_0000000377;ingr_0000000291,train,"[122, 511, 11, 133, 520, 92, 155, 21, 335, 46, 161, 377, 291]",garlic spinach (cooked) cheese pizza shallots lemon juice wine chicken thighs squash eggplant mushroom olive oil quinoa salt
dish_1565118029,595.140015,453.0,ingr_0000000244;ingr_0000000011;ingr_0000000471;ingr_0000000033;ingr_0000000402,train,"[244, 11, 471, 33, 402]",chicken breast cheese pizza cherry tomatoes bell peppers tuna
dish_1566934430,519.542847,361.0,ingr_0000000527;ingr_0000000049;ingr_0000000312;ingr_0000000122;ingr_0000000094;ingr_0000000033;ingr_0000000367;ingr_0000000095;ingr_0000000515;ingr_0000000161;ingr_0000000524;ingr_0000000102;ingr_0000000455;ingr_0000000542;ingr_0000000291;ingr_0000000011,train,"[527, 49, 312, 122, 94, 33, 367, 95, 515, 161, 524, 102, 455, 542, 291, 11]",chive fish pepper garlic onions bell peppers lime artichokes arugula olive oil parsley snow peas cookies white beans salt cheese pizza
dish_1565117934,352.315979,235.0,ingr_0000000244;ingr_0000000402,train,"[244, 402]",chicken breast tuna
dish_1558114569,26.91,39.0,ingr_0000000440,train,[440],grapes
dish_1559678146,348.57666,284.0,ingr_0000000045;ingr_0000000189;ingr_0000000161;ingr_0000000524;ingr_0000000094;ingr_0000000029;ingr_0000000122;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000471;ingr_0000000133;ingr_0000000335;ingr_0000000031;ingr_0000000027;ingr_0000000291;ingr_0000000511,train,"[45, 189, 161, 524, 94, 29, 122, 525, 513, 25, 471, 133, 335, 31, 27, 291, 511]",carrot vinegar olive oil parsley onions mixed greens garlic bok choy millet beef cherry tomatoes shallots eggplant cucumbers broccoli salt spinach (cooked)
dish_1560441487,41.419998,88.0,ingr_0000000013;ingr_0000000037,train,"[13, 37]",berries cantaloupe
dish_1560874726,177.492004,145.0,ingr_0000000013;ingr_0000000004;ingr_0000000192,train,"[13, 4, 192]",berries bacon yam
dish_1563221519,379.96991,206.0,ingr_0000000471;ingr_0000000244;ingr_0000000392;ingr_0000000518;ingr_0000000148;ingr_0000000514;ingr_0000000036;ingr_0000000161;ingr_0000000027;ingr_0000000291;ingr_0000000122,train,"[471, 244, 392, 518, 148, 514, 36, 161, 27, 291, 122]",cherry tomatoes chicken breast pepperoni pizza thyme parmesan cheese wheat berry spinach (raw) olive oil broccoli salt garlic
dish_1562605315,217.559998,147.0,ingr_0000000008,train,[8],scrambled eggs
dish_1561752680,465.324982,175.0,ingr_0000000011,train,[11],cheese pizza
dish_1568665012,327.420563,268.0,ingr_0000000122;ingr_0000000291;ingr_0000000032;ingr_0000000094;ingr_0000000016;ingr_0000000448;ingr_0000000036;ingr_0000000513;ingr_0000000028;ingr_0000000033;ingr_0000000031;ingr_0000000126;ingr_0000000161;ingr_0000000526;ingr_0000000189;ingr_0000000312,train,"[122, 291, 32, 94, 16, 448, 36, 513, 28, 33, 31, 126, 161, 526, 189, 312]",garlic salt tomatoes onions brussels sprouts jalapenos spinach (raw) millet chicken bell peppers cucumbers mustard olive oil mustard greens vinegar pepper
dish_1568313676,184.990005,214.0,ingr_0000000029;ingr_0000000042;ingr_0000000028;ingr_0000000046;ingr_0000000094,train,"[29, 42, 28, 46, 94]",mixed greens avocado chicken mushroom onions
dish_1558460061,40.709999,59.0,ingr_0000000440,train,[440],grapes
dish_1558468401,75.200005,47.0,ingr_0000000042,train,[42],avocado
dish_1568320427,450.764099,240.0,ingr_0000000161;ingr_0000000094;ingr_0000000011;ingr_0000000511;ingr_0000000133;ingr_0000000291;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000189;ingr_0000000377;ingr_0000000043,train,"[161, 94, 11, 511, 133, 291, 525, 513, 25, 189, 377, 43]",olive oil onions cheese pizza spinach (cooked) shallots salt bok choy millet beef vinegar quinoa green beans
dish_1563910676,757.957092,501.0,ingr_0000000023;ingr_0000000540;ingr_0000000073;ingr_0000000126;ingr_0000000133;ingr_0000000367;ingr_0000000203;ingr_0000000161;ingr_0000000201;ingr_0000000189;ingr_0000000036;ingr_0000000122;ingr_0000000523;ingr_0000000332;ingr_0000000094;ingr_0000000291;ingr_0000000520;ingr_0000000448,train,"[23, 540, 73, 126, 133, 367, 203, 161, 201, 189, 36, 122, 523, 332, 94, 291, 520, 448]",brown rice ginger radishes mustard shallots lime chili olive oil blueberries vinegar spinach (raw) garlic cilantro salmon onions salt lemon juice jalapenos
dish_1563550584,75.399994,145.0,ingr_0000000128,train,[128],egg whites
dish_1560798785,379.652008,310.0,ingr_0000000011;ingr_0000000050;ingr_0000000007;ingr_0000000027,train,"[11, 50, 7, 27]",cheese pizza tofu cauliflower broccoli
dish_1565379377,470.011047,397.0,ingr_0000000122;ingr_0000000328;ingr_0000000291;ingr_0000000508;ingr_0000000006;ingr_0000000045;ingr_0000000026;ingr_0000000525;ingr_0000000312;ingr_0000000161;ingr_0000000462,train,"[122, 328, 291, 508, 6, 45, 26, 525, 312, 161, 462]",garlic sugar salt soy sauce caesar salad carrot white rice bok choy pepper olive oil pork
dish_1565725188,543.117004,521.0,ingr_0000000045;ingr_0000000033;ingr_0000000028;ingr_0000000148;ingr_0000000094;ingr_0000000471;ingr_0000000012,train,"[45, 33, 28, 148, 94, 471, 12]",carrot bell peppers chicken parmesan cheese onions cherry tomatoes olives
dish_1563910530,333.825195,214.0,ingr_0000000332;ingr_0000000133;ingr_0000000122;ingr_0000000094;ingr_0000000523;ingr_0000000291;ingr_0000000161;ingr_0000000540;ingr_0000000448;ingr_0000000023;ingr_0000000036;ingr_0000000367;ingr_0000000520;ingr_0000000203,train,"[332, 133, 122, 94, 523, 291, 161, 540, 448, 23, 36, 367, 520, 203]",salmon shallots garlic onions cilantro salt olive oil ginger jalapenos brown rice spinach (raw) lime lemon juice chili
dish_1565725123,430.269989,444.0,ingr_0000000471;ingr_0000000012;ingr_0000000033;ingr_0000000045;ingr_0000000028,train,"[471, 12, 33, 45, 28]",cherry tomatoes olives bell peppers carrot chicken
dish_1566413445,377.830017,360.0,ingr_0000000028;ingr_0000000042;ingr_0000000036;ingr_0000000027;ingr_0000000012,train,"[28, 42, 36, 27, 12]",chicken avocado spinach (raw) broccoli olives
dish_1558637698,12.25,49.0,ingr_0000000007,train,[7],cauliflower
dish_1563555605,537.809998,403.0,ingr_0000000008;ingr_0000000038;ingr_0000000433;ingr_0000000004,train,"[8, 38, 433, 4]",scrambled eggs pineapple roasted potatoes bacon
dish_1559244598,250.919998,51.0,ingr_0000000455,train,[455],cookies
dish_1561576954,345.343719,262.0,ingr_0000000133;ingr_0000000189;ingr_0000000046;ingr_0000000517;ingr_0000000201;ingr_0000000126;ingr_0000000291;ingr_0000000521;ingr_0000000124;ingr_0000000520;ingr_0000000428;ingr_0000000028;ingr_0000000312;ingr_0000000341;ingr_0000000518;ingr_0000000514;ingr_0000000515;ingr_0000000161;ingr_0000000335;ingr_0000000519;ingr_0000000516;ingr_0000000441;ingr_0000000122,train,"[133, 189, 46, 517, 201, 126, 291, 521, 124, 520, 428, 28, 312, 341, 518, 514, 515, 161, 335, 519, 516, 441, 122]",shallots vinegar mushroom chard blueberries mustard salt basil walnuts lemon juice white wine chicken pepper cream thyme wheat berry arugula olive oil eggplant oregano rosemary butter garlic
dish_1567020417,313.761383,348.0,ingr_0000000527;ingr_0000000514;ingr_0000000517;ingr_0000000036;ingr_0000000122;ingr_0000000524;ingr_0000000161;ingr_0000000133;ingr_0000000072;ingr_0000000049;ingr_0000000471;ingr_0000000312;ingr_0000000028;ingr_0000000520;ingr_0000000518;ingr_0000000016;ingr_0000000027;ingr_0000000291,train,"[527, 514, 517, 36, 122, 524, 161, 133, 72, 49, 471, 312, 28, 520, 518, 16, 27, 291]",chive wheat berry chard spinach (raw) garlic parsley olive oil shallots kale fish cherry tomatoes pepper chicken lemon juice thyme brussels sprouts broccoli salt
dish_1561666794,138.097,97.0,ingr_0000000011;ingr_0000000006,train,"[11, 6]",cheese pizza caesar salad
dish_1561665452,624.853943,431.0,ingr_0000000517;ingr_0000000023;ingr_0000000189;ingr_0000000161;ingr_0000000521;ingr_0000000291;ingr_0000000513;ingr_0000000527;ingr_0000000045;ingr_0000000054;ingr_0000000028;ingr_0000000094;ingr_0000000205;ingr_0000000520;ingr_0000000524;ingr_0000000516;ingr_0000000122;ingr_0000000029,train,"[517, 23, 189, 161, 521, 291, 513, 527, 45, 54, 28, 94, 205, 520, 524, 516, 122, 29]",chard brown rice vinegar olive oil basil salt millet chive carrot apple chicken onions corn on the cob lemon juice parsley rosemary garlic mixed greens
